ID	Value
htd12095	हाथियों\N_NN के\PSP बारे\N_NN में\PSP कहा\V_VM जाता\V_VAUX है\V_VAUX कि\CC_CCD विशेष\N_NN प्रकार\N_NN की\PSP आवाजें\N_NN निकालकर\N_NN ये\DM_DMD मीलों\N_NN दूर\N_NST बैठे\N_NN अन्य\N_NN साथी\N_NN हाथियों\N_NN से\PSP संपर्क\V_VM साध\V_VAUX लेते\V_VAUX हैं\V_VAUX ।\RD_PUNC
htd12096	आजकल\N_NN हाथियों\N_NN की\PSP आवाजों\N_NN पर\PSP शोध\V_VM हो\V_VAUX रहा\V_VAUX है\V_VAUX ।\RD_PUNC
htd12097	कई\PR_PRI बार\N_NN मादा\JJ हाथी\N_NN से\PSP संपर्क\N_NN बढ़ाने\N_NN को\PSP लेकर\N_NN नर\N_NN हाथियों\N_NN में\PSP धींगा\N_NN मुश्‍ती\N_NN भी\RP_RPD हो\V_VM जाती\V_VAUX है\V_VAUX ।\RD_PUNC
htd12098	हम\PR_PRP चुपचाप\N_NN झाड़ियों\N_NN में\PSP ओझल\N_NN होते\N_NN हाथियों\N_NN को\PSP देखते\V_VM रहे\V_VAUX ।\RD_PUNC
htd12099	’\N_NN बागायो\N_NNP नदी\N_NNP क्षेत्र\N_NNP ’\N_NN के\PSP पास\N_NST पहुँचे\V_VM ही\RP_RPD थे\V_VAUX कि\CC_CCD हमें\PR_PRP काले\JJ गैंडे\N_NN (\RD_PUNC डाइसेरोस\N_NN बाइकोर्निस\N_NN )\RD_PUNC को\PSP देखने\N_NN का\PSP सुअवसर\N_NN प्राप्‍त\V_VM हुआ\V_VAUX ।\RD_PUNC
htd12100	स्वाहिली\N_NNP भाषा\N_NNP में\PSP ’\N_NN किफारू\N_NNP ’\N_NN के\PSP नाम\N_NN से\PSP जाना\N_NN जाने\N_NN वाला\N_NN काला\JJ गैंडा\N_NN बागायो\N_NNP नदी\N_NNP क्षेत्र\N_NN में\PSP ही\RP_RPD नहीं\RP_NEG अपितु\N_NN पार्क\N_NN के\PSP अन्य\N_NN क्षेत्रों\N_NN में\PSP भी\RP_RPD पाया\V_VM जाता\V_VAUX है\V_VAUX ।\RD_PUNC
htd12101	दो\QT_QTC टन\N_NN वजनी\N_NN काला\JJ गैंडा\N_NN किसी\PR_PRI भी\RP_RPD समय\N_NN हिंसक\JJ हो\V_VM उठता\V_VAUX है\V_VAUX और\CC_CCD वाहनों\N_NN पर\PSP हमला\V_VM कर\N_NN उन्हें\DM_DMD नुकसान\N_NN पहुँचाने\N_NN से\PSP भी\RP_RPD गुरेज\V_VM नहीं\RP_NEG करता\V_VAUX ।\RD_PUNC
htd12102	काले\JJ गैंडे\N_NN की\PSP श्रवण\N_NN व\CC_CCD घ्राण\N_NN शक्‍ति\N_NN तीव्र\V_VM होती\V_VAUX है\V_VAUX ।\RD_PUNC
htd12103	लेकिन\CC_CCS काले\JJ गैंडे\N_NN की\PSP नेत्रदृष्‍टि\N_NN उतनी\N_NN ही\RP_RPD कमजोर\V_VM होती\V_VAUX है\V_VAUX ।\RD_PUNC
htd12104	एक\QT_QTC पूर्ण\N_NN विकसित\JJ गैंडे\N_NN से\PSP जंगल\N_NN का\PSP राजा\N_NN शेर\N_NN भी\RP_RPD बचकर\N_NN निकलने\N_NN में\PSP भलाई\N_NN समझता\V_VM है\V_VAUX ।\RD_PUNC
htd12105	सफेद\JJ गैंडे\N_NN जो\PR_PRL उत्‍तरी\N_NST पश्‍चिमी\N_NST उगांडा\N_NNP व\CC_CCD दक्षिणी\N_NST सूडान\N_NNP में\PSP पाए\V_VM जाते\V_VAUX हैं\V_VAUX ,\RD_PUNC लेक\N_NNP मनयारा\N_NNP नेशनल\N_NNP पार्क\N_NNP में\PSP नहीं\RP_NEG हैं\V_VM ।\RD_PUNC
htd12106	नाम\N_NN से\PSP फ़र्क\N_NN भले\N_NN ही\RP_RPD झलकता\V_VM हो\V_VAUX ,\RD_PUNC लेकिन\CC_CCS कमोवेश\N_NN दोनों\N_NN प्रजातियों\N_NN के\PSP गैंडों\N_NN का\PSP रंग\N_NN भूरा\JJ मटमैला\JJ सा\N_NN होता\V_VM है\V_VAUX ।\RD_PUNC
htd12107	सफेद\JJ गैंडे\N_NN का\PSP मुँह\N_NN घास\N_NN चरने\N_NN के\PSP अधिक\N_NN उपयुक्‍त\N_NN चौकोर\N_NN सा\N_NN होता\V_VM है\V_VAUX ,\RD_PUNC जबकि\CC_CCS काले\JJ गैंडे\N_NN का\PSP मुँह\N_NN (\RD_PUNC या\CC_CCD थूथन\N_NN )\RD_PUNC थोड़ा\QT_QTF पैनापन\N_NN लिए\PSP होता\V_VM है\V_VAUX ।\RD_PUNC
htd12108	गैंडे\N_NN के\PSP सींग\N_NN के\PSP बारे\N_NN में\PSP अफ्रीकी\JJ जनमानस\N_NN में\PSP ढेरों\N_NN दंतकथाएँ\N_NN प्रचलित\V_VM हैं\V_VAUX ।\RD_PUNC
htd12109	सींग\N_NN ,\RD_PUNC जो\PR_PRL वास्तव\N_NN में\PSP सींग\N_NN न\RP_NEG होकर\N_NN बालों\N_NN का\PSP एक\QT_QTC कड़ा\N_NN गुच्छा\N_NN है\V_VM ,\RD_PUNC अफ्रीकियों\N_NN की\PSP राय\N_NN में\PSP दवाइयों\N_NN में\PSP प्रयुक्‍त\V_VM होता\V_VAUX है\V_VAUX ।\RD_PUNC
htd12110	यद्यपि\CC_CCS वैज्ञानिकों\N_NN ने\PSP सिद्ध\V_VM किया\V_VAUX है\V_VAUX कि\CC_CCD यह\DM_DMD केवल\N_NN मिथ्या\N_NN धारणा\N_NN है\V_VM ,\RD_PUNC लेकिन\CC_CCS अतीत\N_NN में\PSP ऐसी\DM_DMR और\CC_CCD अन्य\N_NN मिथ्या\N_NN धारणाओं\N_NN के\PSP कारण\N_NN अनेक\N_NN गैंडों\N_NN को\PSP अफ्रीका\N_NNP में\PSP अपनी\PR_PRF जान\N_NN गँवानी\V_VM पड़ी\V_VAUX ।\RD_PUNC
htd12111	अब\N_NN स्थिति\N_NN सुधरी\V_VM है\V_VAUX ।\RD_PUNC
htd12112	50\QT_QTC से\PSP अधिक\RB काले\JJ गैंडे\N_NN लेक\N_NNP मनयारा\N_NNP नेशनल\N_NNP पार्क\N_NNP को\PSP समृद्ध\V_VM कर\V_VAUX रहे\V_VAUX हैं\V_VAUX ।\RD_PUNC
htd12113	लेक\N_NNP मनयारा\N_NNP पार्क\N_NNP में\PSP एक\QT_QTC जगह\N_NN पशुमल\N_NN का\PSP बड़ा\JJ सा\N_NN ढेर\N_NN देखकर\N_NN हमें\PR_PRP आश्‍चर्य\V_VM हुआ\V_VAUX ।\RD_PUNC
htd12114	पता\N_NN चला\N_NN यह\DM_DMD गैंडों\N_NN का\PSP मल\N_NN था\V_VM ।\RD_PUNC
htd12115	हमें\PR_PRP बताया\V_VM गया\V_VAUX कि\PSP गैंडों\N_NN में\PSP एक\QT_QTC नियत\N_NN स्थान\N_NN पर\PSP मल\N_NN त्यागने\N_NN की\PSP अत्यंत\RB विचित्र\JJ आदत\N_NN पाई\V_VM जाती\V_VAUX है\V_VAUX ।\RD_PUNC
htd12116	इस\DM_DMD तथ्य\N_NN से\PSP जुड़ी\N_NN अनेक\N_NN लोककथाएँ\N_NN अफ्रीकी\JJ जनमानस\N_NN में\PSP प्रचलित\V_VM हैं\V_VAUX ।\RD_PUNC
htd12117	बागायो\N_NNP व\CC_CCD एंडिबाश\N_NNP नदियों\N_NNP के\PSP बीच\N_NST से\PSP ऊँचाई\N_NN के\PSP कारण\N_NN लेक\N_NNP मनयारा\N_NNP का\PSP बड़ा\JJ ही\RP_RPD लुभावना\JJ दृश्य\N_NN दिखाई\V_VM देता\V_VAUX है\V_VAUX ।\RD_PUNC
htd12118	हम\PR_PRP मंत्रमुग्ध\JJ लेक\N_NNP मनयारा\N_NNP के\PSP सुंदर\JJ दृश्य\N_NN को\PSP निहार\V_VM रहे\V_VAUX थे\V_VAUX ।\RD_PUNC
htd12119	समुद्रतल\N_NN से\PSP 945\QT_QTC मीटर\QT_QTF की\PSP ऊँचाई\N_NN के\PSP कारण\N_NN पर\PSP स्थित\N_NN 229\QT_QTC वर्ग\QT_QTF किलोमीटर\QT_QTF क्षेत्र\N_NN में\PSP फैली\N_NN मनयारा\N_NNP लेक\N_NNP प्रकृति\N_NN प्रेमियों\N_NN का\PSP स्वर्ग\N_NN है\V_VM ।\RD_PUNC
htd12120	मनयारा\N_NNP लेक\N_NNP का\PSP जलस्तर\N_NN प्रतिवर्ष\N_NN घटता\V_VM -\RD_PUNC बढ़ता\RD_ECH रहता\V_VAUX है\V_VAUX ।\RD_PUNC
htd12121	मनयारा\N_NNP लेक\N_NNP में\PSP नाना\N_NN प्रकार\N_NN की\PSP मछलियाँ\N_NN हैं\V_VM ।\RD_PUNC
htd12122	मनयारा\N_NNP लेक\N_NNP में\PSP कैटफिश\N_NN ,\RD_PUNC क्लारियस\N_NN ,\RD_PUNC ब्रीम\N_NN व\CC_CCD तिलापिया\N_NN प्रमुख\N_NN हैं\V_VM ।\RD_PUNC
htd12123	लेक\N_NNP मनयारा\N_NNP के\PSP किनारे\N_NST -\RD_PUNC किनारे\RD_ECH ढेरों\JJ शंख\N_NN व\CC_CCD सीपियाँ\N_NN पड़ी\V_VM हुई\V_VAUX थीं\V_VAUX ।\RD_PUNC
htd12124	बिना\JJ पॉलिश\N_NN किया\V_VM हुआ\V_VAUX ,\RD_PUNC लेक\N_NNP मनयारा\N_NNP के\PSP तट\N_NN से\PSP लिया\N_NN गया\N_NN एक\QT_QTC शंख\N_NN अपने\PR_PRF मूलरूप\N_NN में\PSP आज\N_NN भी\RP_RPD मेरे\PR_PRP पास\N_NN विद्यमान\N_NN है\V_VM और\CC_CCD उन\PR_PRP सुनहरे\JJ क्षणों\N_NN की\PSP याद\N_NN दिलाता\V_VM है\V_VAUX ।\RD_PUNC
htd12125	पृथ्वी\N_NNP का\PSP सबसे\RB ऊँचा\JJ प्राणी\N_NN ज़िराफ\N_NN को\PSP देखने\N_NN की\PSP तमन्ना\N_NN पूर्ण\V_VM नहीं\RP_NEG हुई\V_VAUX थी\V_VAUX ।\RD_PUNC
htd12126	लेक\N_NNP मनयारा\N_NNP नेशनल\N_NNP पार्क\N_NNP में\PSP ज़िराफों\N_NN की\PSP अच्छी\JJ खासी\N_NN संख्या\N_NN है\V_VM ।\RD_PUNC
htd12127	मनयारा\N_NNP नेशनल\N_NNP पार्क\N_NNP से\PSP हम\PR_PRP लौटने\N_NN को\PSP ही\RP_RPD थे\V_VM कि\CC_CCD हमारी\PR_PRP साध\N_NN पूरी\N_NN हो\V_VM गई\V_VAUX ।\RD_PUNC
htd12128	कुछ\PR_PRI ज़िराफ\N_NN अपनी\PR_PRF लंबी\JJ जीभ\N_NN निकाल\N_NN निकटवर्ती\N_NN पेड़ों\N_NN की\PSP पत्‍तियों\N_NN से\PSP अपनी\PR_PRF उदरक्षुधा\N_NN शांत\V_VM करने\V_VAUX में\V_VAUX लगे\V_VAUX थे\V_VAUX ।\RD_PUNC
htd12129	तंजानिया\N_NNP के\PSP सुंदर\JJ राष्‍ट्रीय\N_NN पशु\N_NN ज़िराफ\N_NN को\PSP देखकर\N_NN मुझे\PR_PRP असीम\JJ तृप्‍ति\V_VM मिली\V_VAUX ।\RD_PUNC
htd12130	बच्चों\N_NN की\PSP खुशी\N_NN का\PSP ठिकाना\N_NN न\RP_NEG था\V_VM ।\RD_PUNC
htd12131	वस्तुत:\CC_CCS हम\PR_PRP सभी\N_NN ने\PSP पहली\N_NN बार\N_NN ज़िराफ\N_NN देखा\V_VM था\V_VAUX ।\RD_PUNC
htd12132	लेक\N_NNP मनयारा\N_NNP में\PSP पाए\N_NN जाने\N_NN वाले\N_NN ज़िराफ\N_NN के\PSP शरीर\N_NN पर\PSP तारेनुमा\JJ धब्बे\N_NN होते\V_VM हैं\V_VAUX ।\RD_PUNC
htd12133	जबकि\CC_CCS दक्षिणी\N_NST कीनिया\N_NNP व\CC_CCD अन्यत्र\N_NN पाए\N_NN जाने\N_NN वाले\N_NN ज़िराफों\N_NN के\PSP शरीर\N_NN पर\PSP जालीनुमा\JJ धब्बे\N_NN होते\V_VM हैं\V_VAUX ।\RD_PUNC
htd12134	ज़िराफ\N_NN (\RD_PUNC ज़िराफ\N_NN केमिलोपारडालिस\N_NN )\RD_PUNC को\PSP स्वाहिली\N_NNP में\PSP ट्‍वीगा\N_NNP कहा\V_VM जाता\V_VAUX है\V_VAUX ।\RD_PUNC
htd12135	इसके\DM_DMD जैविक\JJ नामकरण\N_NN के\PSP बारे\N_NN में\PSP जीव\JJ विज्ञानियों\N_NN का\PSP कहना\V_VM है\V_VAUX कि\CC_CCS ज़िराफ\N_NN संभवत:\N_NN ऊँट\N_NN व\CC_CCD तेंदुए\N_NN के\PSP मेल\N_NN से\PSP बनी\N_NN संकर\N_NN प्रजाति\N_NN है\V_VM ।\RD_PUNC
htd12136	ऊँट\N_NN की\PSP तरह\N_NN चलते\N_NN हुए\N_NN ज़िराफ\N_NN एक\QT_QTC तरफ\N_NN से\PSP दोनों\QT_QTO पाँवों\N_NN को\PSP साथ\N_NN उठाते\N_NN व\CC_CCD आगे\N_NST ले\V_VM जाते\V_VAUX हैं\V_VAUX ।\RD_PUNC
htd12137	ज़िराफ\N_NN की\PSP अत्याधिक\RB लंबी\JJ गर्दन\N_NN इन्हें\DM_DMD अकेसिया\JJ वृक्षों\N_NN की\PSP ऊँचाई\N_NN पर\PSP स्थित\N_NN पत्‍तियों\N_NN को\PSP खाने\N_NN में\PSP सहायता\V_VM करती\V_VAUX है\V_VAUX ।\RD_PUNC
htd12138	जन\N_NN विश्‍वास\N_NN के\PSP विपरीत\N_NN ज़िराफ\N_NN लेटकर\N_NN सोता\V_VM है\V_VAUX ,\RD_PUNC लेकिन\CC_CCS गर्दन\N_NN उठी\V_VM रहती\V_VAUX है\V_VAUX ।\RD_PUNC
htd12139	हम\PR_PRP लेक\N_NNP मनयारा\N_NNP नेशनल\N_NNP पार्क\N_NNP की\PSP यात्रा\N_NN के\PSP अंतिम\N_NST चरण\N_NN में\PSP ’\N_NN माजी\N_NNP मोटो\N_NNP ’\N_NN पहुँच\V_VM गए\V_VAUX ।\RD_PUNC
htd12140	माजी\N_NNP मोटो\N_NNP में\PSP गर्म\JJ पानी\N_NN के\PSP चश्मे\N_NN हैं\V_VM ।\RD_PUNC
htd12141	60\QT_QTC डिग्री\QT_QTF सेंटीग्रेड\QT_QTF तापमान\QT_QTF पर\PSP धरती\N_NN के\PSP गर्भ\N_NN से\PSP निकलता\N_NN पानी\N_NN प्रकृति\N_NN की\PSP अद्‍भुत\N_NN शक्‍तियों\N_NN का\PSP प्रतीक\V_VM है\V_VAUX ।\RD_PUNC
htd12142	पृथ्वी\N_NN की\PSP अतल\N_NN गहराइयों\N_NN में\PSP से\PSP चट्‍टानों\N_NN के\PSP अपभ्रंश\N_NN के\PSP माध्यम\N_NN से\PSP गर्म\JJ पानी\N_NN बाहर\V_VM आता\V_VAUX है\V_VAUX ।\RD_PUNC
htd12143	मुझे\PR_PRP अपने\PR_PRF देश\N_NN के\PSP सोहना\N_NNP उष्ण\N_NNP जलप्रपात\N_NNP व\CC_CCD तत्‍तापानी\N_NNP उष्ण\N_NNP जलप्रताप\N_NNP की\PSP याद\V_VM हो\V_VAUX आई\V_VAUX ।\RD_PUNC
htd12144	गर्म\JJ पानी\N_NN में\PSP विकसित\N_NN विभिन्न\N_NN प्रकार\N_NN की\PSP एल्गी\N_NN (\RD_PUNC काई\N_NN )\RD_PUNC देखकर\N_NN हमें\PR_PRP बहुत\JJ आश्‍चर्य\V_VM हुआ\V_VAUX ।\RD_PUNC
htd12145	हम\PR_PRP लेक\N_NNP मनयारा\N_NNP नेशनल\N_NNP पार्क\N_NNP के\PSP दक्षिणी\N_NST छोर\N_NST पर\PSP थे\V_VM ।\RD_PUNC
htd12146	पार्क\N_NN के\PSP दक्षिणी\N_NST छोर\N_NST में\PSP निकास\N_NN द्वार\N_NN नहीं\RP_NEG था\V_VM ।\RD_PUNC
htd12147	अत:\CC_CCS हमें\PR_PRP उत्‍तरी\N_NST निकास\N_NN द्वार\N_NN की\PSP ओर\N_NST लौटना\V_VM था\V_VAUX ।\RD_PUNC
htd12148	मनयारा\N_NNP की\PSP अति\N_NN समृद्ध\N_NN वन\N_NN -\RD_PUNC पशु\N_NN -\RD_PUNC संपदा\N_NN की\PSP मनोरम\JJ झाँकी\N_NN अंतरंग\N_NN में\PSP सँजोए\N_NN हम\PR_PRP लौट\V_VM पड़े\V_VAUX ।\RD_PUNC
htd12149	शाम\N_NN जवान\V_VM हो\V_VAUX रही\V_VAUX थी\V_VAUX ।\RD_PUNC
htd12150	सूरज\N_NN डूबने\V_VM को\PSP था\V_VAUX ।\RD_PUNC
htd12151	डूबते\JJ सूरज\N_NN की\PSP सुनहरी\JJ किरणें\N_NN मनयारा\N_NNP झील\N_NNP के\PSP पानी\N_NN को\PSP लालिमा\DM_DMD प्रदान\V_VM कर\V_VAUX रही\V_VAUX थीं\V_VAUX ।\RD_PUNC
htd12152	मनयारा\N_NNP झील\N_NNP का\PSP यह\DM_DMD बड़ा\N_NN ही\RP_RPD विहंगम\JJ दृश्य\N_NN था\V_VM न\RP_NEG भुलाया\N_NN जा\N_NN सकने\N_NN वाला\N_NN ।\RD_PUNC
htd12153	मनयारा\N_NNP झील\N_NNP के\PSP पानी\N_NN से\PSP बाहर\N_NST झाँकती\N_NN या\CC_CCD उछलती\N_NN मछलियों\N_NN पर\PSP पड़ती\N_NN किरणें\N_NN उन्हें\DM_DMD अलौकिक\JJ अरुणिम\JJ आभा\N_NN प्रदान\V_VM कर\V_VAUX रही\V_VAUX थी\V_VAUX ।\RD_PUNC
